question,answer,contexts,ground_truth,faithfulness,answer_relevancy,context_precision,context_recall
"Tổng doanh thu hàng hóa, dịch vụ bán ra trong kỳ (chỉ tiêu [26]) là bao nhiêu?","Tổng doanh thu hàng hóa, dịch vụ bán ra trong kỳ (chỉ tiêu [26]) là 2.405.743.421.","[""nộp ngân sách nhà nước | | |\n| I   | Hàng hóa, dịch vụ bán ra trong kỳ | [26] | 2.405.743.421 |\n| II  | Hàng hóa, dịch vụ bán ra không chịu thuế giá trị gia tăng | [27] | 0 |\n| III | Hàng hóa, dịch vụ bán ra chịu thuế giá trị gia tăng | [29] | 3.703.688.61"", ""g doanh thu và thuế giá trị gia tăng hàng hóa, dịch vụ bán ra | [34]-[26]-[27]-[25] | 3.703.688.610 |\n| VII | Thuế giá trị gia tăng phát sinh trong kỳ | [36] | 129.511.633 |\n| VIII| Điều chỉnh tăng, giảm thuế giá trị gia tăng chưa khấu trừ của các kỳ trước"", ""ra chịu thuế giá trị gia tăng | [29] | 3.703.688.610 |\n| IV  | Hàng hóa, dịch vụ bán ra chịu thuế suất 5% | [31] | 0 |\n| V   | Hàng hóa, dịch vụ bán ra chịu thuế suất 10% | [32] | 344.675.400 |\n| VI  | Tổng doanh thu và thuế giá trị gia tăng hàng hóa, dịch""]","Tổng giá trị hàng hóa, dịch vụ bán ra trong kỳ (chỉ tiêu [26]) là 2.405.743.421 đồng.",1.0,0.818757116984258,0.9999999999666667,1.0
"Giá trị hàng hóa, dịch vụ bán ra chịu thuế GTGT (chỉ tiêu [29]) là bao nhiêu?","Giá trị hàng hóa, dịch vụ bán ra chịu thuế GTGT (chỉ tiêu [29]) là 3.703.688.610.","[""ra chịu thuế giá trị gia tăng | [29] | 3.703.688.610 |\n| IV  | Hàng hóa, dịch vụ bán ra chịu thuế suất 5% | [31] | 0 |\n| V   | Hàng hóa, dịch vụ bán ra chịu thuế suất 10% | [32] | 344.675.400 |\n| VI  | Tổng doanh thu và thuế giá trị gia tăng hàng hóa, dịch"", ""nộp ngân sách nhà nước | | |\n| I   | Hàng hóa, dịch vụ bán ra trong kỳ | [26] | 2.405.743.421 |\n| II  | Hàng hóa, dịch vụ bán ra không chịu thuế giá trị gia tăng | [27] | 0 |\n| III | Hàng hóa, dịch vụ bán ra chịu thuế giá trị gia tăng | [29] | 3.703.688.61"", ""g doanh thu và thuế giá trị gia tăng hàng hóa, dịch vụ bán ra | [34]-[26]-[27]-[25] | 3.703.688.610 |\n| VII | Thuế giá trị gia tăng phát sinh trong kỳ | [36] | 129.511.633 |\n| VIII| Điều chỉnh tăng, giảm thuế giá trị gia tăng chưa khấu trừ của các kỳ trước""]","Giá trị hàng hóa, dịch vụ bán ra chịu thuế GTGT (chỉ tiêu [29]) là 3.703.688.610 đồng.",1.0,0.8243183829160703,0.9999999999666667,1.0
Thuế GTGT đề nghị hoàn (chỉ tiêu [42]) trong kỳ Quý 4 năm 2024 là bao nhiêu?,Thuế GTGT đề nghị hoàn (chỉ tiêu [42]) trong kỳ Quý 4 năm 2024 là 0.,"[""| [41] | 0 |  \n| 4   | Thuế giá trị gia tăng khác trừ kỳ này | [41]-[41]-[36]-[22]-[37]-[38]-[39] ≤ 0 |\n\n---\n\n<!-- page 2 -->\n\n# 4.1\nThuế giá trị gia tăng đề nghị hoàn ([42] ≤ [41])  \n[42] 0\n\n# 4.2\nThuế giá trị gia tăng còn được khấu trừ chuyển kỳ sau ([4"", ""g doanh thu và thuế giá trị gia tăng hàng hóa, dịch vụ bán ra | [34]-[26]-[27]-[25] | 3.703.688.610 |\n| VII | Thuế giá trị gia tăng phát sinh trong kỳ | [36] | 129.511.633 |\n| VIII| Điều chỉnh tăng, giảm thuế giá trị gia tăng chưa khấu trừ của các kỳ trước"", ""nộp ngân sách nhà nước | | |\n| I   | Hàng hóa, dịch vụ bán ra trong kỳ | [26] | 2.405.743.421 |\n| II  | Hàng hóa, dịch vụ bán ra không chịu thuế giá trị gia tăng | [27] | 0 |\n| III | Hàng hóa, dịch vụ bán ra chịu thuế giá trị gia tăng | [29] | 3.703.688.61""]",Thuế GTGT đề nghị hoàn (chỉ tiêu [42]) là 0 đồng.,0.0,0.8177268943665371,0.9999999999,1.0
Thuế GTGT còn được khấu trừ chuyển sang kỳ sau (chỉ tiêu [43]) là bao nhiêu?,Thuế GTGT còn được khấu trừ chuyển sang kỳ sau (chỉ tiêu [43]) là 0.,"[""iá trị gia tăng còn được khấu trừ chuyển kỳ sau ([43] = [41] - [42])  \n[43] 0\n\nTôi cam đoan số liệu khai trên là đúng và chịu trách nhiệm trước pháp luật về số liệu đã khai/...\n\nNgày 24 tháng 01 năm 2025"", ""g doanh thu và thuế giá trị gia tăng hàng hóa, dịch vụ bán ra | [34]-[26]-[27]-[25] | 3.703.688.610 |\n| VII | Thuế giá trị gia tăng phát sinh trong kỳ | [36] | 129.511.633 |\n| VIII| Điều chỉnh tăng, giảm thuế giá trị gia tăng chưa khấu trừ của các kỳ trước"", ""| [41] | 0 |  \n| 4   | Thuế giá trị gia tăng khác trừ kỳ này | [41]-[41]-[36]-[22]-[37]-[38]-[39] ≤ 0 |\n\n---\n\n<!-- page 2 -->\n\n# 4.1\nThuế giá trị gia tăng đề nghị hoàn ([42] ≤ [41])  \n[42] 0\n\n# 4.2\nThuế giá trị gia tăng còn được khấu trừ chuyển kỳ sau ([4""]","Thuế GTGT còn được khấu trừ chuyển sang kỳ sau (chỉ tiêu [43]) là 0 đồng, theo công thức [43] = [41] - [42].",1.0,0.7626989631720794,0.8333333332916666,1.0
"Giá trị hàng hóa, dịch vụ bán ra không chịu thuế GTGT (chỉ tiêu [27]) là bao nhiêu?","Giá trị hàng hóa, dịch vụ bán ra không chịu thuế GTGT (chỉ tiêu [27]) là 0.","[""nộp ngân sách nhà nước | | |\n| I   | Hàng hóa, dịch vụ bán ra trong kỳ | [26] | 2.405.743.421 |\n| II  | Hàng hóa, dịch vụ bán ra không chịu thuế giá trị gia tăng | [27] | 0 |\n| III | Hàng hóa, dịch vụ bán ra chịu thuế giá trị gia tăng | [29] | 3.703.688.61"", ""ra chịu thuế giá trị gia tăng | [29] | 3.703.688.610 |\n| IV  | Hàng hóa, dịch vụ bán ra chịu thuế suất 5% | [31] | 0 |\n| V   | Hàng hóa, dịch vụ bán ra chịu thuế suất 10% | [32] | 344.675.400 |\n| VI  | Tổng doanh thu và thuế giá trị gia tăng hàng hóa, dịch"", ""g doanh thu và thuế giá trị gia tăng hàng hóa, dịch vụ bán ra | [34]-[26]-[27]-[25] | 3.703.688.610 |\n| VII | Thuế giá trị gia tăng phát sinh trong kỳ | [36] | 129.511.633 |\n| VIII| Điều chỉnh tăng, giảm thuế giá trị gia tăng chưa khấu trừ của các kỳ trước""]","Giá trị hàng hóa, dịch vụ bán ra không chịu thuế GTGT (chỉ tiêu [27]) là 0 đồng.",1.0,0.9691680502128625,0.9999999999666667,1.0
"Giá trị hàng hóa, dịch vụ bán ra chịu thuế suất 5% (chỉ tiêu [31]) là bao nhiêu?","Giá trị hàng hóa, dịch vụ bán ra chịu thuế suất 5% là 0.","[""ra chịu thuế giá trị gia tăng | [29] | 3.703.688.610 |\n| IV  | Hàng hóa, dịch vụ bán ra chịu thuế suất 5% | [31] | 0 |\n| V   | Hàng hóa, dịch vụ bán ra chịu thuế suất 10% | [32] | 344.675.400 |\n| VI  | Tổng doanh thu và thuế giá trị gia tăng hàng hóa, dịch"", ""nộp ngân sách nhà nước | | |\n| I   | Hàng hóa, dịch vụ bán ra trong kỳ | [26] | 2.405.743.421 |\n| II  | Hàng hóa, dịch vụ bán ra không chịu thuế giá trị gia tăng | [27] | 0 |\n| III | Hàng hóa, dịch vụ bán ra chịu thuế giá trị gia tăng | [29] | 3.703.688.61"", ""g doanh thu và thuế giá trị gia tăng hàng hóa, dịch vụ bán ra | [34]-[26]-[27]-[25] | 3.703.688.610 |\n| VII | Thuế giá trị gia tăng phát sinh trong kỳ | [36] | 129.511.633 |\n| VIII| Điều chỉnh tăng, giảm thuế giá trị gia tăng chưa khấu trừ của các kỳ trước""]","Giá trị hàng hóa, dịch vụ bán ra chịu thuế suất 5% (chỉ tiêu [31]) là 0 đồng.",1.0,0.9001554361189655,0.9999999999,1.0
Tờ khai thuế GTGT bctc.md được ký và nộp vào ngày nào?,Tờ khai thuế GTGT được ký và nộp vào ngày 24 tháng 01 năm 2025.,"[""iá trị gia tăng còn được khấu trừ chuyển kỳ sau ([43] = [41] - [42])  \n[43] 0\n\nTôi cam đoan số liệu khai trên là đúng và chịu trách nhiệm trước pháp luật về số liệu đã khai/...\n\nNgày 24 tháng 01 năm 2025"", ""] | 0 |\n| VI  | Xác định nghĩa vụ thuế giá trị gia tăng phải nộp trong kỳ: | | |\n| 1   | Thuế giá trị gia tăng phải nộp từ hoạt động sản xuất kinh doanh trong kỳ | [40a]-[36]-[22]-[37]-[38]-[39] ≥ 0 |  \n| 2   | Thuế giá trị gia tăng mà các đơn vị đã được h"", ""2   | Thuế giá trị gia tăng mà các đơn vị đã được hưởng từ thuế GTGT cần phải nộp theo hoạt động sản xuất kinh doanh chung kỳ tính thuế | [40b]-[40a] |  \n| 3   | Thuế giá trị gia tăng cần phải nộp trong kỳ | [41] | 0 |  \n| 4   | Thuế giá trị gia tăng khác""]",Tờ khai được ký và nộp vào ngày 24 tháng 01 năm 2025.,0.5,0.7937148764178464,0.9999999999,1.0
Thuế GTGT phát sinh trong kỳ (129.511.633 đồng) và thuế GTGT được khấu trừ (77.377.803 đồng) chênh lệch bao nhiêu?,Chênh lệch giữa thuế GTGT phát sinh trong kỳ và thuế GTGT được khấu trừ là 52.133.830 đồng.,"[""g doanh thu và thuế giá trị gia tăng hàng hóa, dịch vụ bán ra | [34]-[26]-[27]-[25] | 3.703.688.610 |\n| VII | Thuế giá trị gia tăng phát sinh trong kỳ | [36] | 129.511.633 |\n| VIII| Điều chỉnh tăng, giảm thuế giá trị gia tăng chưa khấu trừ của các kỳ trước"", ""| A   | Hàng hóa, dịch vụ hoạt động sản xuất (đánh dấu “X”) | [21] | [] |\n| B   | Thuế giá trị gia tăng được khấu trừ theo từng chuyển sang | [22] | 77.377.803 |\n| C   | Kê khai thuế giá trị gia tăng phải nộp ngân sách nhà nước | | |\n| I   | Hàng hóa, dịch"", ""nộp ngân sách nhà nước | | |\n| I   | Hàng hóa, dịch vụ bán ra trong kỳ | [26] | 2.405.743.421 |\n| II  | Hàng hóa, dịch vụ bán ra không chịu thuế giá trị gia tăng | [27] | 0 |\n| III | Hàng hóa, dịch vụ bán ra chịu thuế giá trị gia tăng | [29] | 3.703.688.61""]","Chênh lệch giữa thuế GTGT phát sinh ([36] = 129.511.633 đồng) và thuế GTGT được khấu trừ ([22] = 77.377.803 đồng) là 52.133.830 đồng. Tuy nhiên, thuế phải nộp trong kỳ ([41]) ghi nhận là 0, cho thấy có thể còn khoản khấu trừ khác hoặc điều chỉnh bù trừ.",0.0,0.7482892227001958,0.9999999999666667,0.5
"Tổng doanh thu và thuế GTGT hàng hóa, dịch vụ bán ra (chỉ tiêu [34]) là bao nhiêu?","Tổng doanh thu và thuế GTGT hàng hóa, dịch vụ bán ra (chỉ tiêu [34]) là 3.703.688.610.","[""g doanh thu và thuế giá trị gia tăng hàng hóa, dịch vụ bán ra | [34]-[26]-[27]-[25] | 3.703.688.610 |\n| VII | Thuế giá trị gia tăng phát sinh trong kỳ | [36] | 129.511.633 |\n| VIII| Điều chỉnh tăng, giảm thuế giá trị gia tăng chưa khấu trừ của các kỳ trước"", ""ra chịu thuế giá trị gia tăng | [29] | 3.703.688.610 |\n| IV  | Hàng hóa, dịch vụ bán ra chịu thuế suất 5% | [31] | 0 |\n| V   | Hàng hóa, dịch vụ bán ra chịu thuế suất 10% | [32] | 344.675.400 |\n| VI  | Tổng doanh thu và thuế giá trị gia tăng hàng hóa, dịch"", ""nộp ngân sách nhà nước | | |\n| I   | Hàng hóa, dịch vụ bán ra trong kỳ | [26] | 2.405.743.421 |\n| II  | Hàng hóa, dịch vụ bán ra không chịu thuế giá trị gia tăng | [27] | 0 |\n| III | Hàng hóa, dịch vụ bán ra chịu thuế giá trị gia tăng | [29] | 3.703.688.61""]","Tổng doanh thu và thuế GTGT hàng hóa, dịch vụ bán ra (chỉ tiêu [34]) là 3.703.688.610 đồng, theo công thức [34]-[26]-[27]-[25].",1.0,0.82897126117023,0.9999999999666667,1.0
Nghị định 13/2023/NĐ-CP được ban hành vào ngày tháng năm nào?,Nghị định 13/2023/NĐ-CP được ban hành vào ngày 17 tháng 4 năm 2023.,"[""<!-- page 1 -->\n\n# CHÍNH PHỦ\n## CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM\n### Độc lập - Tự do - Hạnh phúc\n\nSố: 13/2023/NĐ-CP  \nHà Nội, ngày 17 tháng 4 năm 2023\n\n## NGHỊ ĐỊNH\n### Bảo vệ dữ liệu cá nhân\n\nCăn cứ Luật Tổ chức Chính phủ ngày 19 tháng 6 năm 2015; Luật"", ""các PCN, Trợ lý TTg, TGD Công TTĐT, các Vụ, Cục, đơn vị trực thuộc, Công báo;\n- Lưu: VT, KSTT (2b)\n\n---\n\n<!-- page 29 -->\n\n# Phụ lục\n(Kèm theo Nghị định số 13/2023/NĐ-CP ngày 17 tháng 4 năm 2023 của Chính phủ)\n\n| Mẫu số  | Nội dung"", ""nh\n\n## Điều 43. Hiệu lực thi hành\n1. Nghị định này có hiệu lực thi hành từ ngày 01 tháng 7 năm 2023.\n\n2. Các doanh nghiệp siêu nhỏ, doanh nghiệp nhỏ, doanh nghiệp vừa, doanh nghiệp khởi nghiệp được quyền lựa chọn miễn trừ quy định về quy định cá nhân và bả""]",Nghị định 13/2023/NĐ-CP được ban hành ngày 17 tháng 4 năm 2023 tại Hà Nội.,1.0,0.8962539873131137,0.99999999995,1.0
Cơ quan chuyên trách bảo vệ dữ liệu cá nhân theo Nghị định 13/2023/NĐ-CP là cơ quan nào?,"Cơ quan chuyên trách bảo vệ dữ liệu cá nhân theo Nghị định 13/2023/NĐ-CP là Cục An ninh mạng và phòng, chống tội phạm sử dụng công nghệ cao - Bộ Công an.","[""dữ liệu cá nhân\n\n1. Cơ quan chuyển trách bảo vệ dữ liệu cá nhân là Cục An ninh mạng và phòng, chống tội phạm sử dụng công nghệ cao - Bộ Công an, có trách nhiệm giúp Bộ Công an thực hiện quản lý nhà nước về bảo vệ dữ liệu cá nhân.\n\n2. Công thông tin quốc g"", ""ược xử lý, trừ trường hợp quy định tại khoản 4 Điều 13, Điều 17 và Điều 18 Nghị định này.\n\n---\n\n<!-- page 23 -->\n\n# Điều 29. Cơ quan chuyển trách bảo vệ dữ liệu cá nhân và Công thông tin quốc gia về bảo vệ dữ liệu cá nhân\n\n1. Cơ quan chuyển trách bảo vệ dữ"", ""o vệ dữ liệu cá nhân của mình, chịu trách nhiệm về tính chính xác của dữ liệu cá nhân do mình cung cấp.\n\n2. Thực hiện quy định về bảo vệ dữ liệu cá nhân tại Nghị định này.\n\n3. Thông báo kịp thời cho Bộ Công an về những vi phạm liên quan tới hoạt động bảo v""]","Theo Điều 29 Nghị định 13/2023/NĐ-CP, cơ quan chuyên trách bảo vệ dữ liệu cá nhân là Cục An ninh mạng và phòng, chống tội phạm sử dụng công nghệ cao - Bộ Công an.",1.0,0.895816098905141,0.99999999995,1.0
"Theo Nghị định 13/2023/NĐ-CP, dữ liệu cá nhân là gì?","Dữ liệu cá nhân là thông tin dưới dạng ký hiệu, chữ viết, chữ số, hình ảnh, âm thanh hoặc dạng tương tự trên môi trường điện tử gắn liền với một con người cụ thể hoặc giúp xác định một con người cụ thể.","[""hích từ ngữ\n\nTrong Nghị định này, các từ ngữ dưới đây được hiểu như sau:\n\n1. Dữ liệu cá nhân là thông tin dưới dạng ký hiệu, chữ viết, chữ số, hình ảnh, âm thanh hoặc dạng tương tự trên môi trường điện tử gắn liền với một con người cụ thể hoặc giúp xác địn"", ""Nghị định này;\n\nb) Dữ liệu cá nhân được xử lý bởi cơ quan nhà nước có thẩm quyền với mục đích phục vụ hoạt động của cơ quan nhà nước theo quy định của pháp luật.\n\n## Điều 14. Cung cấp dữ liệu cá nhân\n\n1. Chủ thể dữ liệu được yêu cầu Bên Kiểm soát dữ liệu"", ""ông tin hình thành từ hoạt động của cá nhân mà khi kết hợp với các dữ liệu, thông tin lưu trữ khác có thể xác định một con người cụ thể.\n\n3. Dữ liệu cá nhân cơ bản bao gồm:\n\na) Họ, chữ đệm và tên khai sinh, tên gọi khác (nếu có);\n\nb) Ngày, tháng, năm sinh;""]","Theo khoản 1 Điều 2, dữ liệu cá nhân là thông tin dưới dạng ký hiệu, chữ viết, chữ số, hình ảnh, âm thanh hoặc dạng tương tự trên môi trường điện tử gắn liền với một con người cụ thể hoặc giúp xác định một con người cụ thể, bao gồm dữ liệu cá nhân cơ bản và dữ liệu cá nhân nhạy cảm.",1.0,0.8048225140134703,0.9999999999666667,0.5
Chủ thể dữ liệu là gì theo Nghị định 13/2023/NĐ-CP?,Chủ thể dữ liệu là cá nhân được dữ liệu cá nhân phản ánh.,"[""5. Bảo vệ dữ liệu cá nhân là hoạt động phòng ngừa, phát hiện, ngăn chặn, xử lý hành vi vi phạm liên quan đến dữ liệu cá nhân theo quy định của pháp luật.\n\n6. Chủ thể dữ liệu là cá nhân được dữ liệu cá nhân phản ánh.\n\n7. Xử lý dữ liệu cá nhân là một hoặc nh"", ""của chủ thể dữ liệu\n\n1. Quyền được biết  \n   Chủ thể dữ liệu được biết về hoạt động xử lý dữ liệu cá nhân của mình, trừ trường hợp luật có quy định khác.\n\n2. Quyền đồng ý  \n   Chủ thể dữ liệu được đồng ý hoặc không đồng ý cho phép xử lý dữ liệu cá nhân củ"", ""Nghị định này;\n\nb) Dữ liệu cá nhân được xử lý bởi cơ quan nhà nước có thẩm quyền với mục đích phục vụ hoạt động của cơ quan nhà nước theo quy định của pháp luật.\n\n## Điều 14. Cung cấp dữ liệu cá nhân\n\n1. Chủ thể dữ liệu được yêu cầu Bên Kiểm soát dữ liệu""]","Theo khoản 6 Điều 2, chủ thể dữ liệu là cá nhân được dữ liệu cá nhân phản ánh.",1.0,0.779410720953072,0.8333333332916666,1.0
Bên Kiểm soát dữ liệu cá nhân là gì theo Nghị định 13/2023/NĐ-CP?,"Bên Kiểm soát dữ liệu cá nhân là tổ chức, cá nhân quyết định mục đích và phương tiện xử lý dữ liệu cá nhân.","[""khẳng định việc cho phép xử lý dữ liệu cá nhân của chủ thể dữ liệu.\n\n9. Bên Kiểm soát dữ liệu cá nhân là tổ chức, cá nhân quyết định mục đích và phương tiện xử lý dữ liệu cá nhân.\n\n10. Bên Xử lý dữ liệu cá nhân là tổ chức, cá nhân thực hiện việc xử lý dữ"", ""a) Bên Kiểm soát dữ liệu cá nhân, Bên Kiểm soát và xử lý dữ liệu cá nhân có trách nhiệm tiếp nhận yêu cầu cung cấp dữ liệu cá nhân và theo dõi quá trình, danh sách cung cấp dữ liệu cá nhân theo yêu cầu;\n\nb) Trường hợp dữ liệu cá nhân được yêu cầu không t"", ""ểm soát dữ liệu cá nhân, Bên Kiểm soát và xử lý dữ liệu cá nhân chỉnh sửa dữ liệu cá nhân của chủ thể dữ liệu sau khi được chủ thể dữ liệu cá nhân đồng ý ngay khi có thể hoặc theo quy định của pháp luật chuyên ngành. Trường hợp không thể thực hiện thì thôn""]","Theo khoản 9 Điều 2, Bên Kiểm soát dữ liệu cá nhân là tổ chức, cá nhân quyết định mục đích và phương tiện xử lý dữ liệu cá nhân.",0.5,0.9113878591772404,0.9999999999666667,1.0
Bên Xử lý dữ liệu cá nhân là gì theo Nghị định 13/2023/NĐ-CP?,"Bên Xử lý dữ liệu cá nhân là tổ chức, cá nhân thực hiện việc xử lý dữ liệu cá nhân.","[""khẳng định việc cho phép xử lý dữ liệu cá nhân của chủ thể dữ liệu.\n\n9. Bên Kiểm soát dữ liệu cá nhân là tổ chức, cá nhân quyết định mục đích và phương tiện xử lý dữ liệu cá nhân.\n\n10. Bên Xử lý dữ liệu cá nhân là tổ chức, cá nhân thực hiện việc xử lý dữ"", ""nhân, Bên Xử lý dữ liệu cá nhân, Bên Kiểm soát và xử lý dữ liệu cá nhân được phép xử lý dữ liệu cá nhân.\n\n# 13. \nXử lý dữ liệu cá nhân tự động là hình thức xử lý dữ liệu cá nhân được thực hiện bằng phương tiện điện tử nhằm đánh giá, phân tích, dự đoán hoạt"", ""Kiểm soát và xử lý dữ liệu cá nhân, Bên Xử lý dữ liệu, Bên thứ ba là cá nhân trao đổi thông tin cá nhân thực hiện.\n\n3. Thông báo cho chủ thể dữ liệu biết việc dữ liệu cá nhân nhạy cảm của chủ thể dữ liệu được xử lý, trừ trường hợp quy định tại khoản 4 Điều""]","Theo khoản 10 Điều 2, Bên Xử lý dữ liệu cá nhân là tổ chức, cá nhân thực hiện việc xử lý dữ liệu thay mặt cho Bên Kiểm soát dữ liệu, thông qua một hợp đồng hoặc thỏa thuận với Bên Kiểm soát dữ liệu.",0.3333333333333333,0.8181026232178864,0.9999999999666667,1.0
Bên thứ ba theo Nghị định 13/2023/NĐ-CP là ai?,"Bên thứ ba theo Nghị định 13/2023/NĐ-CP là tổ chức, cá nhân ngoài Chủ thể dữ liệu, Bên Kiểm soát dữ liệu cá nhân, và Bên Xử lý dữ liệu cá nhân.","[""tổ chức, cá nhân đồng thời quyết định mục đích, phương tiện và trực tiếp xử lý dữ liệu cá nhân.\n\n---\n\n<!-- page 4 -->\n\n# 12. \nBên thứ ba là tổ chức, cá nhân ngoài Chủ thể dữ liệu, Bên Kiểm soát dữ liệu cá nhân, Bên Xử lý dữ liệu cá nhân, Bên Kiểm soát và x"", ""Kiểm soát và xử lý dữ liệu cá nhân, Bên Xử lý dữ liệu, Bên thứ ba là cá nhân trao đổi thông tin cá nhân thực hiện.\n\n3. Thông báo cho chủ thể dữ liệu biết việc dữ liệu cá nhân nhạy cảm của chủ thể dữ liệu được xử lý, trừ trường hợp quy định tại khoản 4 Điều"", ""nhân, Bên Xử lý dữ liệu cá nhân, Bên thứ ba;\n\n---\n\n<!-- page 15 -->\n\nc) Bên Kiểm soát dữ liệu cá nhân, Bên Kiểm soát và xử lý dữ liệu cá nhân, Bên Xử lý dữ liệu cá nhân, Bên thứ ba bị giải thể hoặc ngừng hoạt động hoặc tuyên bố phá sản hoặc bị chấm dứt ho""]","Theo khoản 12 Điều 2, Bên thứ ba là tổ chức, cá nhân ngoài Chủ thể dữ liệu, Bên Kiểm soát dữ liệu cá nhân, Bên Xử lý dữ liệu cá nhân, Bên Kiểm soát và xử lý dữ liệu cá nhân được phép xử lý dữ liệu cá nhân.",0.6,0.8777943768133626,0.9999999999666667,1.0
Nghị định 13/2023/NĐ-CP áp dụng đối với những đối tượng nào?,"Nghị định 13/2023/NĐ-CP áp dụng đối với:
a) Cơ quan, tổ chức, cá nhân Việt Nam;  
b) Cơ quan, tổ chức, cá nhân nước ngoài tại Việt Nam;  
c) Cơ quan, tổ chức, cá nhân Việt Nam hoạt động tại nước ngoài.","[""t Ngân sách nhà nước.\n\nCác hoạt động đối ngoại của lãnh đạo cấp cao Đảng, Nhà nước không thuộc phạm vi điều chỉnh của Nghị định này.\n\n#### Điều 2. Đối tượng áp dụng\nNghị định này áp dụng đối với các bộ, cơ quan ngang bộ, các cơ quan khác ở trung ương (sau"", ""n, tổ chức, cá nhân có liên quan.\n\n2. Nghị định này áp dụng đối với:\n   a) Cơ quan, tổ chức, cá nhân Việt Nam;  \n   b) Cơ quan, tổ chức, cá nhân nước ngoài tại Việt Nam;  \n   c) Cơ quan, tổ chức, cá nhân Việt Nam hoạt động tại nước ngoài;  \n   d) Cơ quan,"", ""<!-- page 1 -->\n\n# CHÍNH PHỦ\n## CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM\n### Độc lập - Tự do - Hạnh phúc\n\nSố: 13/2023/NĐ-CP  \nHà Nội, ngày 17 tháng 4 năm 2023\n\n## NGHỊ ĐỊNH\n### Bảo vệ dữ liệu cá nhân\n\nCăn cứ Luật Tổ chức Chính phủ ngày 19 tháng 6 năm 2015; Luật""]","Theo khoản 2 Điều 1, Nghị định áp dụng đối với: (a) Cơ quan, tổ chức, cá nhân Việt Nam; (b) Cơ quan, tổ chức, cá nhân nước ngoài tại Việt Nam; (c) Cơ quan, tổ chức, cá nhân Việt Nam hoạt động tại nước ngoài; (d) Cơ quan, tổ chức, cá nhân nước ngoài trực tiếp tham gia hoặc có liên quan đến hoạt động xử lý dữ liệu cá nhân tại Việt Nam.",1.0,0.9128206623801113,0.99999999995,0.75
Điều 8 Nghị định 13/2023/NĐ-CP nghiêm cấm những hành vi nào?,Điều 8 Nghị định 13/2023/NĐ-CP nghiêm cấm hành vi xử lý dữ liệu cá nhân trái với quy định của pháp luật về bảo vệ dữ liệu cá nhân.,"[""ng, trao đổi kinh nghiệm xây dựng pháp luật và thực tiễn bảo vệ dữ liệu cá nhân.\n\n5. Chuyển giao công nghệ phục vụ bảo vệ dữ liệu cá nhân.\n\n## Điều 8. Hành vi bị nghiêm cấm\n1. Xử lý dữ liệu cá nhân trái với quy định của pháp luật về bảo vệ dữ liệu cá nhân."", ""<!-- page 1 -->\n\n# CHÍNH PHỦ\n## CỘNG HÒA XÃ HỘI CHỦ NGHĨA VIỆT NAM\n### Độc lập - Tự do - Hạnh phúc\n\nSố: 13/2023/NĐ-CP  \nHà Nội, ngày 17 tháng 4 năm 2023\n\n## NGHỊ ĐỊNH\n### Bảo vệ dữ liệu cá nhân\n\nCăn cứ Luật Tổ chức Chính phủ ngày 19 tháng 6 năm 2015; Luật"", ""i Nghị định này hoặc để xảy ra sự cố lộ, mất dữ liệu cá nhân của công dân Việt Nam.\n\n8. Bộ Công an quyết định yêu cầu Bên chuyển dữ liệu ra nước ngoài ngừng chuyển dữ liệu cá nhân ra nước ngoài trong trường hợp:\n\na) Khi phát hiện dữ liệu cá nhân được chuyể""]","Điều 8 nghiêm cấm: (1) Xử lý dữ liệu cá nhân trái quy định pháp luật; (2) Xử lý dữ liệu cá nhân để tạo thông tin chống lại Nhà nước Việt Nam; (3) Xử lý dữ liệu gây ảnh hưởng tới an ninh quốc gia, trật tự an toàn xã hội; (4) Cản trở hoạt động bảo vệ dữ liệu cá nhân của cơ quan có thẩm quyền; (5) Lợi dụng hoạt động bảo vệ dữ liệu cá nhân để vi phạm pháp luật.",1.0,0.8395393792416659,0.9999999999,0.2
